show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,description,Platform,Duration_Minutes,Content_Age_Years,Numeric_Rating,Popularity_Score,Engagement_Proxy,Is_Recent,Genre_Count
S12556,Movie,Catching Up,Bill Crossland,"Bill Crossland, Francesca Carpanini, Isabella Pisacane, Sam Daly, Johnathan Fernandez",Unknown,2020,18+,107 min,"Comedy, Drama, Romance",A man with muscular dystrophy (Bill Crossland) struggles to win the love of his able-bodied crush (Isabella Pisacane).,AmazePrime,107,5,18,12.8,1369.6,0,3
S12557,Movie,Breach,John Suits,"Bruce Willis, Cody Kearsley, Rachel Nichols, Kassandra Clementi, Johnny Messner, Corey Large, Callan Mulvey, Timothy V. Murphy, Johann Urb, Angela Plagmann, Ralf Moeller, Thomas Jane",Unknown,2020,R,93 min,"Action, Adventure, Suspense","Bruce Willis stars in the action-packed, Sci-fi thriller. Fleeing a devastating plague on Earth, an interstellar ark comes under attack from new threat; a shape-shifting alien force intent on slaughtering what is left of humanity.",AmazePrime,93,5,0,5,465,0,3
S12558,Movie,Blacksmith,"Frank DiCesare, Mahmoud Salimi",Rob Flurry,Unknown,2017,ALL,16 min,Documentary,"""Blacksmith"" is a 15-minute documentary that highlights the work of Rob Flurry, the resident blacksmith at the Spindletop-Gladys City Boomtown Museum in Beaumont, Texas.",AmazePrime,16,8,0,2,32,0,1
S12559,Movie,Babyface,Jack Blum,"Lenore Zann, Elisabeth Rosen, James Gallanders",Unknown,1998,18+,112 min,Drama,"Margaret is an over-sexed, single mother in her early thirties, working in a Toronto laundromat. She meets Jim, 10 years her junior, who encourages her to have a stable relationship. Margaret's 13-year-old daughter, Lisa, moves with them, she immediately begins competing with her daughter for Jim's attention. Soon Jim and Lisa embark on a clandestine affair.",AmazePrime,112,27,18,4,448,0,1
S12560,Movie,Axeman At Cutter's Creek,Joston Theney,"Elissa Dowling, Joston Theney, Tiffany Shepis, Brinke Stevens, Jamie Bernadette, Scot Pollard, Stephen Eith, Chantelle Albers, Erin Marie Hogan, Eliza Kiss, Nihilist Gelo, Carlos Javier Castillo, Ray Trickitt, Paula Tracey Wilson",Unknown,2021,18+,78 min,Horror,Nine vacationing twenty-somethings are hunted by an ax-wielding local legend.,AmazePrime,78,4,18,13.2,1029.6,0,1
S12561,Movie,Atma Vasikaranam,Vimal Vasthav,"Lokesh nayak, P. Vishal, Rohith, Ruchira, Yamini, Divya",Unknown,2021,18+,113 min,"Drama, Horror, Romance",A boy who murders a father and became a aghora and also kill his guru and he also committed a rape and murder a girl. Finally he made deal with a ghost.. What's the actual story and how he become and aghora and why he committed crime..?,AmazePrime,113,4,18,13.2,1491.6,0,3
S12562,Movie,And There Were 4,Saquan Jones,"Shadner Ifrene, Mysonne Linen, Rashad Bashir, Damion Lee",Unknown,2018,18+,84 min,"Action, Drama","Joel, an actor who plays a superhero named, Thrill (who can be best described as the Superman of this universe on a successful television show) finds his life in turmoil when a disagreement forces him to leave his home.",AmazePrime,84,7,18,12,1008,0,2
S12563,Movie,Waiting for the Sea,Bakhtier Khudoynazarov,"Egor Beroev, Detlev Buck, Anastasiya Mikulchina, Pavel Priluchnyy, Dinnmukhamed Akhimov, Sayora Safari, Arman Asenov",Unknown,2013,16+,105 min,"Drama, Romance, Suspense","Marat is a fishing-boat captain, who gets in a prison. 10 years later he gets free and comes home, but there is nor the sea and no the village at the spot, but only a steppe.",AmazePrime,105,12,16,8.8,924,0,3
S12564,TV Show,True Friend,Unknown,"Elena Borozenets, Kateryna Tyshkevich, Galina Kobzar-Slobodyuk, Vitaliy Kudryavtsev",Unknown,2020,16+,1 Season,Drama,"The life of Katya Smolina, a music teacher, is terribly shaken - her husband Andrey dies in a car accident. Her best friend who was in the same car with him is in ICU. Katya takes Inna's daughter, seven-year-old Masha, into her home. Katya herself cannot have children so the loss of her husband hits her really hard as nothing is left from their love.",AmazePrime,600,5,16,11.6,6960,0,1
S12565,Movie,Toys Storage 2,"Christine Arnold, Conor Reed, Brian Watson, Christian Washington, Mike Shiell, Kris Yim, Michaela Wadzinski, Natasha Ci°nepa Borrero, Emily Kimes, Nick Chuang, RJ JJ Jegatheva, Christopher Satola, Eunkyun ko, Anthony Leigh, Diana Reichenbach, Robin Tremblay, Marta Topolska","Marianna Novak, Dante White Aliano, Todd Waring, Madeline Dorroh",Unknown,2021,13+,99 min,"Animation, Kids","Don't Lose Heart is the story about a young girl on the day of her heart transplant, but her transplant cooler gets lost in transit and must make it back to her before time runs out. Here is this story...and a few other stories too.",AmazePrime,99,4,13,10.2,1009.8,0,2
S12566,Movie,Tomorrow's Star,Esther Veronin,"Jerry C, Maggie Chang, Stephanie Hesterberg, Lara Veronin",Unknown,2018,16+,82 min,"Arts, Entertainment, and Culture, Drama, Music Videos and Concerts","A singer with big dreams sacrifices everything for fame, and loses herself and her real friends along the way. She discovers that being true to herself is the golden key to happiness and success. With hit music and video from Lara Veronin and Jerry C.",AmazePrime,82,7,16,10.8,885.6,0,5
S12567,Movie,Technoland Musicland,Pipalupa Animation,Unknown,Unknown,2021,ALL,43 min,"Animation, Kids","In Technolandia, together with Gusi and his robot friend B-TO, children will learn all about the professions in a city full of robots. The magical and educational adventures of Armoni≠a and her musical friends will lead children to explore shapes, words and sounds in Musicalia.",AmazePrime,43,4,0,6,258,0,2
S12568,Movie,Skin Traffik,Ara Paiaya,"Gary Daniels, Mickey Rourke, Eric Roberts, Daryl Hannah, Michael Madsen, Jeff Fahey, Dominique Swain, Alan Ford",Unknown,2015,R,97 min,Action,A jaded ex-hitman goes on a violent vendetta against human traffickers to save a young girl after meeting a brutal pimp and his controlled victim.,AmazePrime,97,10,0,0,0,0,1
S12569,Movie,Prema Kiligal,Mohan Bammidi,"Satya Dev, Priya Lal, Rahul Ramakrishna, Priyadarshi",Unknown,2020,13+,118 min,"Drama, Romance","Sirisha aspires to major in music but has to promise her father that she would marry the man he chooses if she wants to move to the city and learn violin. While in Hyderabad, she has to share accommodation with Sadasivam, a man allergic to noise. Prema Kiligal Story revolves around these two contrast personalities who constantly try to annoy each other but end up falling for each other.",AmazePrime,118,5,13,9.8,1156.4,0,2
S12570,Movie,Paquete #3,Alfredo Hueck,"Valenti≠n Alemi°n, Leandro Arvelo, Daniela Bascopi©, Beto Benites",Unknown,2015,16+,100 min,"Comedy, Drama","A Peruvian taxi driver flees from the justice of his country and comes to Venezuela. He meets a guy who offers him a job for a Russian gangster. Like quicksand, he become trapped in a world of blood and ambition that makes him realize how much life is really worth and what death costs.",AmazePrime,100,10,16,9.6,960,0,2
S12571,Movie,Nau Mahine Nau Divas,Jaysingh,"Sanjay Narvekar, Makarand Anaspure, Nirmiti Sawant, Pooja Naik, Pradeep Patwardhan, Gautami Devasthali, Kamalakar Satpute, Kasturi Sarang",Unknown,2009,13+,131 min,Comedy,"The Deshmukh family have a history of adoption, as the women in the family have failed to conceive for seven generations. This time, Mrs. Deshmukh (Nirmiti Sawant) is determined not to let her adopted son adopt a child.",AmazePrime,131,16,13,5.4,707.4,0,1
S12572,TV Show,Lynx,Unknown,"Anastasia Ivanova, Vlad Nikityuk, Anastasia Tsymbalaru",Unknown,2020,16+,1 Season,Drama,"They met in a summer camp when they were 14. Beautiful Anya, lanky Sasha and Lynx. Sasha started calling her that because of her last name Ryseva (""rys"" means ""lynx"" in Ukrainian) and red hair even though her real name was Marina. All three of them were inseparable for the whole summer. And after many years the destiny has brought all three of them together again...",AmazePrime,600,5,16,11.6,6960,0,1
S12573,Movie,Hoop Soldiers,Chris Rogers,"Tank Jones, Cassandra King",Unknown,2001,R,99 min,"Action, Sports","While investigating her brother's death, a lawyer uncovers an illegal basketball league where the games are often fatal.",AmazePrime,99,24,0,-14,-1386,0,2
S12574,Movie,Gubbacchi Goravanka,Mohan Bammidi,"Satya Dev, Priya Lal, Rahul Ramakrishna, Priyadarshi",Unknown,2020,13+,118 min,"Drama, Romance","Sirisha aspires to major in music but has to promise her father that she would marry the man he chooses if she wants to move to the city and learn violin. While in Hyderabad, she has to share accommodation with Sadasivam, a man allergic to noise. Prema Kiligal Story revolves around these two contrast personalities who constantly try to annoy each other but end up falling for each other.",AmazePrime,118,5,13,9.8,1156.4,0,2
S12575,Movie,First Love,Takashi Miike,"Masataka Kubota, Sakurako Konishi, Shota Sometani",Unknown,2019,Unknown,108 min,"Action, Arthouse, Romance","The film is the prolific auteur, Takashi Miike, at his most fun and anarchic, a noir-tinged yakuza film blending genres in the story of a young boxer and a call girl, who fall passionately in love while getting innocently caught up in a drug-smuggling scheme over the course of one night in Tokyo.",AmazePrime,108,6,0,4,432,0,3
S12576,Movie,Favourite Nursery Rhymes,Neil Benn,Unknown,Unknown,2021,ALL,33 min,"Animation, Kids",18 sing-a-long animated and classic nursery rhymes. A must for all pre-schoolers.,AmazePrime,33,4,0,6,198,0,2
S12577,Movie,"El Cid, The Legend",Pablo Chamorro Gonzi°lez,"Jordi Tamarit Belda, Josi© Polo, Diego Jimeno",Unknown,2020,ALL,63 min,Documentary,"Rodrigo Di≠az de Vivar, whom History knows as El Cid Campeador, is an essential figure to understand the Middle Ages. His legend has endured throughout the centuries to become a myth. In this documentary we will discover his character as a military leader, a mercenary or a undefeated hero in hundred battles, but also as the man, with his virtues but also with his defects.",AmazePrime,63,5,0,5,315,0,1
S12578,TV Show,Deadly Game,Unknown,Unknown,Unknown,2016,ALL,1 Season,Documentary,"To go from cute to killer is no easy feat, but that's life! From the day of their birth, predatory animals suffer through long, tough training until they are well equipped to go in for the kill. Every second, something can go wrong in the wild. Animals must use their wits and instincts to guide them. The lucky ones learn to avoid problems, the others will have to start thinking of escape.",AmazePrime,600,9,0,1,600,0,1
S12579,Movie,Cut The Rope: Om Nom Stories - Cooking and Shopping,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov",Om Nom,Unknown,2021,ALL,44 min,"Animation, Kids","Om Nom and family enjoy all stages of preparing a good meal: going shopping for the ingredients or finding them, washing the vegetables and fruit, slicing, dicing and stirring. Watch their adventures at the supermarket and in the kitchen in this yummy compilation!",AmazePrime,44,4,0,6,264,0,2
S12580,Movie,Chasing,K. Veerakumar,"Varalaxmi Sarathkumar, Bala Saravanan",Unknown,2021,13+,109 min,"Action, Comedy",A cop from Chennai sets out to nab a dreaded drug racket based out of Malaysia,AmazePrime,109,4,13,10.2,1111.8,0,2
S12581,Movie,After You're Gone,Anna Matison,"Sergey Bezrukov, Anastasia Bezrukova, Karina Andolenko, Vladimir Menshov, Tamara Akulova",Unknown,2016,16+,111 min,"Arts, Entertainment, and Culture, Drama","Aleksey Temnikov is a renowned ballet dancer, and an acknowledged genius whose career was cut abruptly short after sustaining an injury back in the '90s. Twenty years later, Aleksey discovers that his condition is degenerative, and that he will soon lose the ability to walk. For him, this means only one thing - death. Before this happens, Aleksey sets out to choreograph a ballet.",AmazePrime,111,9,16,10,1110,0,4
S12582,Movie,Obsessive Comedic Disorder,Udit Jawarani,Unknown,Unknown,2016,18+,80 min,"Arts, Entertainment, and Culture, Comedy","Partly personal and partly observational, Obsessive Comedic Disorder (OCD) is a comedy show that will take you on a hilarious journey about the everyday struggles that Sapan is facing right now.",AmazePrime,80,9,18,11.2,896,0,4
S12583,Movie,My Blind Brother,Sophie Goodhart,"Adam Scott, Nick Kroll, Jenny Slate, Zoe Kazan",Unknown,2016,R,85 min,"Comedy, Drama",A slacker (Nick Kroll) and his blind athlete brother (Adam Scott) compete for the love of the same woman (Jenny Slate) in this hilarious comedy.,AmazePrime,85,9,0,1,85,0,2
S12584,Movie,"Love, Rosie",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Winstone, Suki Waterhouse",Unknown,2015,R,103 min,"Comedy, Drama","Love, Rosie is a heart-warming, modern comedy-of-errors about Rosie and Alex. As each navigates the complexities of life, love, and everything in between, they always find their way back to each other - but is it just friendship, or something more?",AmazePrime,103,10,0,0,0,0,2
S12585,Movie,In Search of Doc Holliday,Dana Celeste Robinson,"Dr. Gary L. Roberts, Victoria Wilcox, Bill Dunn, Dr. Patrick Allitt",Unknown,2016,13+,75 min,Documentary,"In 1881, John Henry 'Doc' Holliday rose to infamy at the famous gunfight at the OK Corral in Tombstone, Arizona. In this documentary, we trace Holliday's roots from his life during the Civil War and Reconstruction Georgia, to dental school in Philadelphia, and onwards to the Wild West. Join us as we go in search of the real ""Doc"" Holliday.",AmazePrime,75,9,13,8.2,615,0,1
S12586,Movie,Imprisoned | Laurence Fishburne,Paul Kampf,"Laurence Fishburne, Juan Pablo Raba, Juana Acosta, Edward James Olmos, Esai Morales, Ana Isabelle, Jon Huertas, John Heard",Unknown,2020,R,104 min,"Action, Suspense","In the thriller, IMPRISONED, Dylan Burke (Juan Pablo Raba), attempts to move on from his former life as a criminal, with his true love, Maria (Juana Acosta). He soon realizes that his past will continue to haunt him, when he learns the new local prison warden, Daniel Calvin (Laurence Fishburne), has not forgiven him for an old crime.",AmazePrime,104,5,0,5,520,0,2
S12587,Movie,Hal King,Myron Davis,"Tyrik Ballard, Sharai© Moultrie, Ryan Shaw, Darien Dean, Eric Roberson, Tony McLendon Sr., Dion Davis, Sophia Nicole Stephens, Tarrey Torae, Antonio C. McLendon Jr., Larob K. Payton, Caleb Alexander Wrigh, Jacob Bates, Alvin Frazier, Brady Hill, Keith Benford, Cameron Woods, Esjae, Angela S. Arnold",Unknown,2021,16+,114 min,Romance,"Hal King is part of the 1950s beatnik jazz scene; running with drug addicts and fast women. But after being drafted for the Korean War, he may be forced to choose between carrying his father's political legacy, and the woman he loves.",AmazePrime,114,4,16,12,1368,0,1
S12588,TV Show,Ekaterina: The Rise of Catherine the Great,Unknown,"Marina Aleksandrova, Aleksandr Yatsenko, Rinal Mukhametov, Yuliya Aug",Unknown,2014,16+,1 Season,Drama,"The life of the Russian Empress Ekaterina II (Catherine the Great), a German born princess who came to Russia as a bride for the young Peter III, chosen by his aunt Elisabeth, and who, once she came into power, transformed the Russian empire.",AmazePrime,600,11,16,9.2,5520,0,1
S12589,TV Show,Cruising the Cut,Unknown,Unknown,Unknown,2021,13+,4 Seasons,"Documentary, Special Interest","Another magical year spent cruising the British canals, with relaxing trips along the beautiful Ashby canal, the wild Caldon canal, and the stunning Macclesfield canal.",AmazePrime,2400,4,13,10.2,24480,0,2
S12590,Movie,Before/During/After,"Stephen Kunken, Jack Lewars","Finnerty Steeves, Jeremy Davidson, John Pankow, Richard Masur, Kristine Sutherland, Susan Blackwell, Miriam Shor, John Ellison Conlee, Kate Burton, Deborah Rush, Austin Pendleton, Marin Hinkle, Liza Colon-Zayas, Dave Ahdoot, Deirdre O'Connell, Kathleen Chalfant, Myra Lucretia Taylor, Opal Alladin, Meghan Rafferty, Miles G Jackson, Vivian Mar Mignone, Alexis McGuiness, J. Alphonse Nicholson, Kate Hampton, Brian Russell, Artisha Mann, Brenda Pressley, Gia Crovatin, Karmay Ngai, Ildi Silva, Liv Rooth, Joey Parsons, Jasmin Walker, Naomi Kunken, Emily Ackerman",Unknown,2021,16+,83 min,"Comedy, Drama",This sharp-witted dramedy studies a middle-aged NYC theatre actress suddenly forced to figure out the kind of person she wants to be in real life when her marriage comes to an end after she catches her husband cheating.,AmazePrime,83,4,16,12,996,0,2
S12591,Movie,About Hope,David D. Dietrich,"Justin Ray, Christine Juarbe, Aaron Groben",Unknown,2021,13+,92 min,"Comedy, Drama","A man who has been searching for his true love his whole life finally meets ""Mrs. Right,"" a friend-of-the-family with a wonderful young daughter. But when a wealthy and beautiful woman offers him a glimpse into an extravagant lifestyle (if only he'll give up his morals in return) his family and his faith will guide him to learn that it's not only true love that makes us whole.",AmazePrime,92,4,13,10.2,938.4,0,2
S12592,Movie,A Marriage of Convenience,James Keach,"Jane Seymour, James Brolin, Kari Matchett, Shirley Knight, David Kaye",Unknown,1998,13+,91 min,"Drama, Kids, Romance","Successful businesswoman Chris Winslow gives up her career to raises her deceased sister's son. Eight years later the boy's father who was unaware of his son's existence arrives. They decide to enter into a marriage of convenience in order to not upset the child, though they soon find, that they may just be in love after all.",AmazePrime,91,27,13,1,91,0,3
S12593,Movie,Turned Out,Tyrone TIZAK Jackson,"TAYKOLA GAINEY, PATRICIA RODRIGUEZ, CHENAE SINCLAIR, J.D McCARTHY, NATHANIEL FLAGG, JEROME COLEMAN, ALI GREEN, NYZINGAH AMIN, NICOLE LOUISE, TIKIE CRUMP, KEISHA SEALS, KEVIN WALL, ETIENNE GREEN, RUBEN, JOE BLUNT Sr., RONNIE EDWARDS, RAY MERCIFA, A.J. WILLIAMS, TYRONE JACKSON",Unknown,2019,18+,132 min,"Comedy, Drama, LGBTQ",3 best friends whom which are all having relationship issues. Diamond(lesbian)who is getting cheated on by her girlfriend is being shown interest by a persistent man (Jersey)who will not give up. Poochie (curious) who is in love with her other best friend (Shay) knowing that she is only interested in men tries to figure out a way to let her know without causing any problems within their friendship,AmazePrime,132,6,18,12.4,1636.8,0,3
S12594,Movie,The Ride,Alex Ranarivelo,"Shane Graham, Ludacris, Sasha Alexander",Unknown,2018,PG-13,98 min,"Drama, Special Interest",Streaming Exclusively on Prime Video - The inspiring story of a BMX champion who overcame an abusive childhood through the love and life lessons of his interracial foster family.,AmazePrime,98,7,13,9,882,0,2
S12595,Movie,The Neon Demon,Nicolas Winding Refn,"Elle Fanning, Jena Malone, Abbey Lee, Bella Heathcote, Karl Glusman, Keanu Reeves","United States, Belgium, Denmark, France",2016,R,117 min,"Horror, Suspense","When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a gropup a beauty-obsessed women who will use any means necessary to get what she has.",AmazePrime,117,9,0,1,117,0,2
S12596,Movie,Spelling my Germany,Martin Pfeil,"Suzan Demircan, Njamy Sitson, Jennifer Mulinde-Schmid, Ronald Hansch, Thomas Hinrich, Antonello Belcuore, Bobet Nlombi Nsi Keto, Anna Maria Jordan",Unknown,2010,16+,86 min,"Drama, Romance","A love story between migrants who not only have to fight for integration in Germany but also with the different mentality. The focus is the friendship between the German born Turkish woman, Jack, who has gone through an arranged marriage and the African asylum seeker, Fesal, who has been threatened with deportation. A cinematic plea for the mutual respect and recognition of the cultural diversity.",AmazePrime,86,15,16,7.6,653.6,0,2
S12597,Movie,Love You Right,Christina Faith,"Mark J.P. Hood, Milaya S. Gregory, Maysa Naima, Don Cephas",Unknown,2021,18+,110 min,"Arts, Entertainment, and Culture, Drama","When a series of events causes Will Clay's career as a successful R&B artist to hit rock-bottom, he is forced to heal and come to grips with lessons on loyalty and love.",AmazePrime,110,4,18,13.2,1452,0,4
S12598,TV Show,Life's Rewards,Unknown,"Sebastian Rocha, Jared Wofford, Katie Cross, Jorge Diaz, Kelly Castro, Celines  Estevez, Nicolas Sellar, Laura Ault, Jeremy King, Matthew McGee, Neveah Cable, Adrien Perez, Dustin McClease, Alex Gailey, Nick Sloan, Dennis Mallen",Unknown,2021,13+,1 Season,"Comedy, Drama","Privileged son of a high-profile wealth manager, Dan had it easy until he waged everything on a big gamble and lost. His clients, friends, and the hotel employees recognize Dan for who he really is: a naive yet ambitious narcissist. Stranded while traveling for work, Dan is forced to live off the only two assets he has left: his unquestionable charisma and a massive cache of hotel points.",AmazePrime,600,4,13,10.2,6120,0,2
S12599,Movie,Istha Sakhi,Bharath Parepally,"Ajay, Real Star Srihari, Anusmurithi, Varun, Madhu Vinjamoori",Unknown,2021,16+,131 min,"Drama, Romance","There mischievous boys(Hero's) together create a painting of beautiful lady and named ISHTASAKHI,. They Found such lady in city and love her all.finally that lady(Heroin) married whom and why out of Three Hero's. Watch on Screen.",AmazePrime,131,4,16,12,1572,0,2
S12600,Movie,Forbidden Secrets,Richard Roy,"Kristy Swanson, David Kelley, Christopher Bondy, Charles Powell, Marianne Farley",Unknown,2005,13+,89 min,"Drama, Suspense","Alexandra, in the midst of a divorce from her controlling husband Dan, moves back into her family home with the help of an old friend of the family and psychiatrist; Sam. She has not been back home since she was six years old, to the place where tragedy struck her mother and beloved aunt. Haunted by her memories of the past, strange things begin happening.",AmazePrime,89,20,13,3.8,338.2,0,2
S12601,Movie,Broken Vows (2016),Bram Coppens,"Matt Riedy, Rene Ashton, Lacey Hannan, Wes Bentley, Emily Robinson",Unknown,2016,R,91 min,"Horror, Suspense","After a woman hooks up with a New Orleans bartender on her bachelorette party, he grows obsessed and follows her to California. When he learns she's about to get married, the psychotic man plots his violent revenge.",AmazePrime,91,9,0,1,91,0,2
S12602,Movie,Without a Paddle: Nature's Calling,Ellory Elkayem,"Oliver James, Kristopher Turner, Amber McDonald, Rik Young, Jerry Rice, Madison Riley",United States,2009,PG-13,91 min,"Action, Adventure, Comedy","Zach talks Ben into taking off time to go on an adventure of a lifetime. Our two fiends head out on the river, along with an uptight Brit to find Ben's long lost love.",AmazePrime,91,16,13,5.4,491.4,0,3
S12603,TV Show,Troy The Train,Unknown,Unknown,Unknown,2017,ALL,1 Season,"Animation, Kids, Special Interest","Troy the Train is the fastest train in the world! He makes sure that new vehicles arrive safely in Car City, and join the Car Team! Every day, Troy the train meets new friends, who follow him in amazing adventures.",AmazePrime,600,8,0,2,1200,0,3
S12604,Movie,The Hunt,JD Cohen,"Imogen Bailey, Tasneem Roc",Unknown,2020,16+,92 min,Horror,"The victims of the Hunt, kidnapped by a dark organisation are forced into sick torture games in an abandoned military base. They face unspeakable horror, unless they can outwit their abductors. The hunt is on: 5 victims, 5 killers, 1 aim... to survive.",AmazePrime,92,5,16,11.6,1067.2,0,1
S12605,Movie,The Climbers,Daniel Lee,"Wu Jing, Zhang Ziyi, Jackie Chan",Unknown,2019,13+,123 min,"Action, Drama",he Climbers is a cinematic retelling of the first Chinese climbers to summit Mount Everest. The perilous journey takes its toll on the mountaineers forcing them to make life or death decisions at every turn.,AmazePrime,123,6,13,9.4,1156.2,0,2
S12606,TV Show,Solos,Unknown,"Uzo Aduba, Nicole Beharie, Morgan Freeman",United States,2021,NR,1 Season,"Drama, Fantasy, Science Fiction","Solos is a seven-part anthology series that explores the strange, beautiful, heart-breaking, hilarious, wondrous truths of what it means to be human. Performed by eight of the finest actors of our time, this anthology series spans our present and future and illuminates that even during our most isolated moments we are all connected through the human experience.",AmazePrime,600,4,0,6,3600,0,3
S12607,Movie,Shark!,Majaja,Unknown,Unknown,2021,16+,93 min,Action,"When two estranged brothers reunite after years apart, they have much more to worry about than just clashing personalities. A magical muse brings their unfinished childhood script to life and soon a poorly rendered shark is floating through their neighborhood, thirsty for blood! As the brothers flee through the night, they're forced to face their broken bond and dashed dreams.",AmazePrime,93,4,16,12,1116,0,1
S12608,Movie,Romance Analyst,Rachel Wortell,"Lily Meyer, Peter Vack, Eleanore Pienta, Jeff Kahn, Theodore Bouloukos, Sam Morrison, Flora Wildes, Amy Zimmer, Joe Wortell, Michele Hierholzer, Emma Holtzman, Greta Holtzman, Becky Abrams, Eamon Monaghan, Phillip Gabriel, Lenny Alter",Unknown,2019,16+,92 min,"Comedy, Suspense","A comedy about a platonic love triangle between a woman, her best friend, and her therapist.",AmazePrime,92,6,16,11.2,1030.4,0,2
S12609,Movie,Penelope,Agustin Adba,"Cumelen Sanz, Juan Barberini, Sergio Pangaro",Unknown,2018,18+,67 min,Romance,"In the vain world of art, innocence perishes. This is Penelope's revelation, a young woman who after getting involved in a spiral of surface encounters, arrives into a world of new and exciting experiences, in a sort of moral abyss in which she will get more and more absorbed/involved.",AmazePrime,67,7,18,12,804,0,1
S12610,Movie,NWA & Eazy-E: Kings of Compton,"Mike Corbera, Andre Relis","Chris Oliver, Ice Cube, Rasheed Stephens, Tyler Wilson",Unknown,2017,13+,80 min,Documentary,A brand new inside look at one of the most controversial musical acts of all time who pioneered gangsta rap and west coast hip hop featuring the testimony of those who experienced it all.,AmazePrime,80,8,13,8.6,688,0,1
S12611,Movie,Nizhal,Appu N. Bhattathiri,"Kunchacko Boban, Nayanthara, Divya Prabha",India,2021,ALL,124 min,Suspense,"John Baby, who is recouping from a traumatic accident, meets Nitin, a young boy who interests him with murder stories. When Baby explores the possibility of Nitin's stories by mapping the events, it matches with the real-time incidents.",AmazePrime,124,4,0,6,744,0,1
S12612,Movie,Mobutu's African Movie Theater: Episode 5,Prince Mabutu Nayabing,Unknown,Unknown,2021,18+,85 min,Action,Life in the village.,AmazePrime,85,4,18,13.2,1122,0,1
S12613,Movie,Max Cloud,Martin Owen,"Scott Adkins, Tommy Flanagan, LaShana Lynch, Isabelle Allen, Franz Drameh",Unknown,2020,7+,89 min,"Action, Kids","When teen gamer Sarah finds an ""easter egg"" and accidentally opens a portal into her favorite side-scroller, she becomes trapped in a notorious intergalactic prison, home to the galaxy's most dangerous villains. To escape, she must finish the game with a little help from her not-so-savvy friend on the outside...or remain a 16-bit character forever.",AmazePrime,89,5,7,6.2,551.8,0,2
S12614,Movie,Majili (Kannada),Shiva Nirvana,"Naga Chaitanya Akkineni, Samantha Akkineni, Divyansha Kaushik, Subbaraju, Rao Ramesh",Unknown,2019,13+,151 min,"Drama, Romance","After being abandoned by his lover, Anshu, Poorna takes to alcohol and is forced to marry his neighbor, Sravani. However, he soon discovers her unrequited love for him and falls for her.",AmazePrime,151,6,13,9.4,1419.4,0,2
S12615,Movie,Loli Paradicka,"Richard Staviarsky, Vi≈•o Staviarsky","Michal Ilkanin, Kamila Mitri°≈°ovi°",Unknown,2019,13+,88 min,Comedy,"Milan, a fairground salesman, discovers that Veronka has stolen one of his caramel cakes; since she was hungry, he takes pity on her and decides to buy her lunch. In return, Veronka offers him her services as a sales assistant and they instantly fall for each other. Veronka does not mind that Milan has had only one leg from birth. Milan does not mind that Veronka is a gypsy.",AmazePrime,88,6,13,9.4,827.2,0,1
S12616,Movie,Loaded Dice,Matt Green,"Tom Savini, Derek Renyolds",Unknown,2002,Unknown,91 min,Action,"Zane is a down-and-out gambler who's in over his head. With just thirty-six hours to repay his debt, Zane finds himself in the middle of a high-stakes game of cat-and-mouse. Pit against a mafia strongarm, a group of assassins and a killer known as ""The Bishop,"" Zane must stay alive long enough to find out who wants him dead and why.",AmazePrime,91,23,0,-13,-1183,0,1
S12617,Movie,Lewberger Live At Lincoln Hall In Chicago,Keith Habersberger,"Keith Habersberger, Alex Lewis, Hughie Stone Fish",Unknown,2021,16+,61 min,"Arts, Entertainment, and Culture, Comedy","Lewberger is the handsome 3 man comedy band based out of Los Angeles, CA, described as the illegitimate love child of ""Lonely Island"" and ""Flight of the Conchords"". They were finalists on the first season of NBC's hit comedy competition show ""Bring The Funny"". Get ready for a night filled with comedy and music filmed at the historic Lincoln Hall in Chicago.",AmazePrime,61,4,16,12,732,0,4
S12618,Movie,Kadhal Paravgal,Mohan Bammidi,"Satya Dev, Priya Lal, Rahul Ramakrishna, Priyadarshi",Unknown,2020,13+,118 min,"Drama, Romance","Sirisha aspires to major in music but has to promise her father that she would marry the man he chooses if she wants to move to the city and learn violin. While in Hyderabad, she has to share accommodation with Sadasivam, a man allergic to noise. Prema Kiligal Story revolves around these two contrast personalities who constantly try to annoy each other but end up falling for each other.",AmazePrime,118,5,13,9.8,1156.4,0,2
S12619,Movie,Journey's End,Saul Dibb,"Sam Claflin, Asa Butterfield, Paul Bettany, Toby Jones, Tom Sturridge, Stephen Graham",Unknown,2018,R,107 min,"Drama, Military and War","The Great War - March, 1918. C-company arrives to take its turn in the front-line trenches of northern France, led by war-weary Captain Stanhope. With a German offensive imminently approaching, the company anxiously awaits their unknown fate.",AmazePrime,107,7,0,3,321,0,2
S12620,Movie,Jiang Ziya,Teng Cheng,"Christopher Sabat, Luci Christian",Unknown,2020,7+,109 min,"Animation, Anime, Kids","To earn his place amongst the gods, celestial army commander Jiang Ziya must vanquish a terrifying fox demon threatening the very existence of the mortal realm. The follow up to international blockbuster, Ne Zha and second chapter in the Fengshen Cinematic Universe.",AmazePrime,109,5,7,6.2,675.8,0,3
