Session_ID,User_ID,Content_ID,View_Date,Watch_Duration_Minutes,Completion_Percentage,Paused_Times,Rewatched_Flag,Time_of_Day,Device_Type
S272207,U1669,C09832,02/04/2022,225,37,3,Y,Afternoon,Tablet
S871668,U1669,C00901,15/01/2022,467,77,2,N,Afternoon,Tablet
S685238,U1669,C00991,03/11/2025,490,81,1,Y,Morning,Tablet
S924768,U1669,C05671,13/02/2025,51,85,3,N,Evening,Tablet
S616799,U1670,C06996,06/08/2025,16,36,1,N,Night,Mobile
S998098,U1670,C05123,06/08/2024,343,28,1,Y,Afternoon,Mobile
S381238,U1670,C17783,06/08/2025,138,82,2,Y,Morning,Mobile
S217267,U1670,C01873,16/03/2024,61,54,3,N,Morning,Mobile
S593342,U1670,C03389,11/12/2022,33,43,2,N,Evening,Mobile
S795822,U1670,C05516,30/05/2025,668,37,2,Y,Evening,Mobile
S547538,U1670,C09760,26/06/2022,33,37,1,Y,Evening,Mobile
S395797,U1670,C05670,12/10/2025,6,5,3,Y,Afternoon,Mobile
S306028,U1670,C07877,28/08/2022,18,21,0,N,Night,Mobile
S580426,U1670,C03812,27/05/2022,1085,90,3,N,Morning,Mobile
S963719,U1670,C12809,24/12/2023,12,41,0,Y,Afternoon,Mobile
S854629,U1670,C10857,07/03/2022,45,44,1,Y,Night,Mobile
S937594,U1670,C16974,20/07/2023,15,14,3,N,Morning,Mobile
S691992,U1670,C08667,24/01/2025,249,41,2,N,Night,Mobile
S596735,U1670,C10138,09/11/2022,36,60,1,Y,Night,Mobile
S878028,U1671,C10326,24/01/2025,73,78,0,N,Night,Smart TV
S879152,U1671,C02035,30/03/2025,45,48,1,Y,Morning,Smart TV
S693140,U1671,C02583,11/10/2024,48,8,1,Y,Afternoon,Smart TV
S225329,U1671,C13945,25/04/2023,30,35,2,Y,Night,Smart TV
S390997,U1671,C13719,12/05/2025,63,90,0,N,Evening,Smart TV
S461008,U1671,C15124,18/06/2024,13,10,2,Y,Morning,Smart TV
S438901,U1671,C13727,14/11/2025,94,97,3,N,Evening,Smart TV
S696013,U1671,C10931,12/04/2025,523,87,2,N,Afternoon,Smart TV
S916031,U1671,C07879,20/03/2025,26,29,2,Y,Afternoon,Smart TV
S192864,U1671,C11884,13/08/2023,26,32,3,N,Afternoon,Smart TV
S438611,U1671,C16370,16/03/2025,96,93,1,Y,Evening,Smart TV
S471519,U1671,C02905,07/07/2022,98,16,2,N,Evening,Smart TV
S793164,U1671,C00030,04/07/2024,899,49,3,Y,Evening,Smart TV
S910194,U1671,C15165,09/12/2022,53,52,0,N,Night,Smart TV
S982790,U1671,C01459,02/04/2022,47,94,1,Y,Evening,Smart TV
S364780,U1672,C05955,10/05/2023,63,79,3,Y,Morning,Mobile
S423609,U1672,C01492,21/12/2024,38,36,2,N,Afternoon,Mobile
S459065,U1672,C15953,31/08/2023,34,31,3,Y,Afternoon,Mobile
S440024,U1672,C02077,21/04/2025,86,93,1,N,Afternoon,Mobile
S578784,U1672,C07861,18/03/2024,48,42,2,Y,Evening,Mobile
S785031,U1672,C03907,04/07/2022,342,56,2,N,Morning,Mobile
S221894,U1672,C08429,21/12/2022,483,80,1,Y,Evening,Mobile
S692575,U1672,C13453,12/05/2025,26,19,2,Y,Evening,Mobile
S452624,U1672,C02499,19/02/2025,54,46,3,N,Night,Mobile
S790557,U1672,C09416,14/04/2025,600,100,2,Y,Afternoon,Mobile
S554342,U1672,C10653,20/12/2022,6,60,0,N,Morning,Mobile
S262692,U1672,C14726,18/09/2022,167,27,2,N,Afternoon,Mobile
S780429,U1672,C02900,24/06/2022,86,79,2,N,Afternoon,Mobile
S842644,U1672,C16990,20/08/2024,592,49,2,N,Night,Mobile
S439440,U1672,C12199,05/08/2024,5,100,1,Y,Night,Mobile
S177063,U1673,C11184,11/01/2023,65,79,3,Y,Night,Tablet
S305358,U1673,C08645,12/08/2025,8,8,3,N,Afternoon,Tablet
S936440,U1673,C13682,30/07/2023,38,70,1,N,Afternoon,Tablet
S917383,U1673,C08490,09/10/2024,387,64,1,N,Evening,Tablet
S467230,U1673,C06845,13/12/2023,183,30,3,N,Afternoon,Tablet
S222922,U1673,C09274,11/07/2023,39,41,1,N,Night,Tablet
S559485,U1673,C10006,08/04/2025,49,30,2,N,Morning,Tablet
S647893,U1673,C11471,31/07/2023,41,36,3,N,Morning,Tablet
S344069,U1673,C02537,18/03/2023,60,63,2,Y,Night,Tablet
S135152,U1673,C12118,03/07/2023,50,62,0,N,Morning,Tablet
S718975,U1673,C10731,18/01/2023,18,20,0,N,Afternoon,Tablet
S162875,U1673,C15260,13/05/2022,42,30,1,N,Evening,Tablet
S474702,U1673,C05349,07/07/2023,401,66,3,N,Afternoon,Tablet
S104756,U1673,C06893,07/08/2025,463,77,3,Y,Evening,Tablet
S222429,U1673,C12258,21/08/2022,18,19,3,N,Morning,Tablet
S944961,U1674,C10829,26/08/2024,222,18,2,N,Morning,Mobile
S810938,U1674,C12418,01/10/2025,88,80,2,Y,Morning,Mobile
S432952,U1674,C03198,04/11/2024,40,58,3,Y,Afternoon,Mobile
S482229,U1674,C17725,02/10/2025,104,88,1,N,Evening,Mobile
S181195,U1674,C14685,04/08/2023,83,13,0,Y,Afternoon,Mobile
S310342,U1674,C03205,13/04/2023,562,93,1,N,Morning,Mobile
S881654,U1674,C00792,10/10/2025,72,78,3,N,Afternoon,Mobile
S196613,U1674,C05133,17/07/2025,84,85,2,N,Night,Mobile
S540278,U1674,C06078,18/05/2025,126,84,3,Y,Afternoon,Mobile
S400070,U1674,C00420,16/04/2024,27,2,3,N,Evening,Mobile
S425716,U1674,C01855,23/08/2025,2400,100,3,Y,Afternoon,Mobile
S193435,U1674,C05035,15/08/2024,59,40,2,N,Night,Mobile
S217015,U1674,C03998,14/01/2023,35,47,2,Y,Afternoon,Mobile
S440020,U1674,C14307,06/10/2023,95,100,3,Y,Afternoon,Mobile
S138307,U1674,C12563,24/07/2025,53,50,1,N,Morning,Mobile
S721361,U1675,C06180,15/12/2022,110,96,1,Y,Night,Mobile
S141576,U1675,C00842,27/06/2024,25,25,1,Y,Evening,Mobile
S184105,U1675,C15372,09/11/2022,51,57,3,Y,Afternoon,Mobile
S479728,U1675,C16189,25/01/2022,66,72,0,Y,Morning,Mobile
S919896,U1675,C16797,15/01/2024,227,37,3,Y,Evening,Mobile
S538019,U1675,C03406,31/12/2022,63,65,0,N,Night,Mobile
S102306,U1675,C02464,03/02/2023,288,48,1,Y,Evening,Mobile
S337965,U1675,C12259,28/03/2024,42,42,2,N,Morning,Mobile
S615453,U1675,C03765,11/10/2024,16,12,0,N,Evening,Mobile
S247526,U1675,C13097,21/01/2024,96,84,2,N,Night,Mobile
S308341,U1675,C06535,21/08/2022,209,34,0,N,Afternoon,Mobile
S593516,U1675,C09769,13/10/2023,45,44,2,N,Night,Mobile
S407128,U1675,C11868,30/10/2023,15,34,3,N,Afternoon,Mobile
S604419,U1675,C07239,26/06/2025,5,4,2,N,Evening,Mobile
S594043,U1675,C16976,05/07/2023,65,67,0,Y,Night,Mobile
S733195,U1676,C11679,16/10/2024,16,80,0,Y,Morning,Tablet
S216142,U1676,C01173,12/04/2022,67,68,2,Y,Morning,Tablet
S967822,U1676,C00120,08/04/2025,34,29,3,N,Night,Tablet
S162306,U1676,C00496,27/06/2024,958,53,1,Y,Evening,Tablet
S679637,U1676,C01084,02/12/2023,29,33,2,N,Night,Tablet
S196249,U1676,C05235,26/01/2022,75,12,1,Y,Afternoon,Tablet
S166875,U1676,C14358,28/09/2022,6,5,3,N,Evening,Tablet
S296449,U1676,C17403,04/04/2022,77,57,0,Y,Afternoon,Tablet
S334475,U1676,C00934,06/01/2022,61,80,0,N,Morning,Tablet
S974530,U1676,C15162,29/03/2023,47,47,2,Y,Afternoon,Tablet
S963035,U1676,C16649,20/05/2024,9,42,0,N,Evening,Tablet
S315810,U1676,C01809,30/05/2024,48,52,3,N,Afternoon,Tablet
S445890,U1676,C01546,24/12/2023,87,82,1,Y,Afternoon,Tablet
S527527,U1676,C08221,25/06/2025,67,71,0,Y,Afternoon,Tablet
S144595,U1676,C00082,17/03/2024,147,6,3,N,Morning,Tablet
S605858,U1677,C08779,07/01/2023,92,15,0,Y,Afternoon,Tablet
S670922,U1677,C01880,10/04/2022,113,81,2,Y,Morning,Tablet
S606470,U1677,C01919,16/01/2023,594,99,3,N,Morning,Tablet
S877010,U1677,C12261,28/06/2023,104,98,3,N,Evening,Tablet
S912108,U1677,C05948,06/07/2025,45,81,1,N,Afternoon,Tablet
S230134,U1677,C00919,30/12/2022,86,84,1,N,Morning,Tablet
S226268,U1677,C08113,01/03/2023,87,95,0,Y,Evening,Tablet
S494124,U1677,C13345,23/02/2023,34,34,0,N,Afternoon,Tablet
S634582,U1677,C08419,07/05/2023,597,99,0,Y,Afternoon,Tablet
S122612,U1677,C16109,15/12/2025,25,28,2,N,Morning,Tablet
S694753,U1677,C08725,02/10/2023,10,10,1,Y,Morning,Tablet
S731921,U1677,C07644,10/12/2025,82,87,1,N,Morning,Tablet
S730138,U1677,C15826,18/08/2023,41,53,1,N,Evening,Tablet
S848668,U1677,C09393,16/05/2024,6,31,3,Y,Evening,Tablet
S335969,U1677,C08765,04/10/2023,7,23,0,N,Night,Tablet
S710635,U1678,C05426,30/03/2022,57,47,1,Y,Evening,Smart TV
S710127,U1678,C11011,13/06/2023,83,56,2,N,Morning,Smart TV
S959376,U1678,C05414,17/07/2025,116,94,3,N,Afternoon,Smart TV
S106400,U1678,C06610,12/06/2024,100,67,3,Y,Evening,Smart TV
S124153,U1678,C15915,08/04/2025,54,58,3,N,Night,Smart TV
S747667,U1678,C07868,30/03/2025,32,26,1,Y,Night,Smart TV
S778103,U1678,C16298,03/10/2022,166,27,1,Y,Afternoon,Smart TV
S962009,U1678,C13408,24/04/2023,80,55,2,Y,Night,Smart TV
S836169,U1678,C08071,26/06/2022,457,76,2,Y,Morning,Smart TV
S820093,U1678,C17623,08/06/2023,107,73,0,Y,Morning,Smart TV
S903098,U1678,C13654,31/05/2022,49,55,0,Y,Afternoon,Smart TV
S362772,U1678,C12180,16/07/2024,83,57,3,N,Afternoon,Smart TV
S934738,U1678,C15039,12/10/2023,75,71,1,N,Night,Smart TV
S897102,U1678,C03764,21/04/2025,32,26,2,N,Afternoon,Smart TV
S820395,U1678,C15027,19/12/2022,27,32,1,N,Morning,Smart TV
S844099,U1679,C02169,20/03/2022,52,80,1,Y,Afternoon,Tablet
S883374,U1679,C06572,16/09/2023,189,31,3,N,Afternoon,Tablet
S130051,U1679,C07535,16/12/2025,2875,59,1,N,Evening,Tablet
S719160,U1679,C05124,07/06/2022,36,46,3,N,Morning,Tablet
S425323,U1679,C08101,26/08/2022,81,91,3,N,Afternoon,Tablet
S692336,U1679,C02254,23/10/2023,65,64,0,N,Evening,Tablet
S420962,U1679,C14485,23/06/2024,574,95,0,Y,Evening,Tablet
S199817,U1679,C00449,04/05/2023,852,47,3,N,Night,Tablet
S364655,U1679,C12903,03/04/2025,30,93,0,N,Morning,Tablet
S515216,U1679,C16032,03/06/2024,68,64,2,N,Night,Tablet
S466454,U1679,C16361,04/07/2025,10,100,1,Y,Evening,Tablet
S483723,U1679,C00831,13/06/2025,9,7,2,N,Morning,Tablet
S794905,U1679,C06665,26/04/2024,36,40,2,N,Afternoon,Tablet
S305666,U1679,C10591,16/05/2022,43,50,0,Y,Afternoon,Tablet
S444848,U1679,C10024,27/02/2023,33,32,1,Y,Night,Tablet
S185181,U1680,C10621,25/10/2023,9,12,3,N,Afternoon,Laptop
S979547,U1680,C04942,06/06/2022,35,58,3,Y,Afternoon,Laptop
S169544,U1680,C07859,26/10/2023,58,57,3,Y,Morning,Laptop
S573287,U1680,C06258,10/10/2025,93,85,1,N,Morning,Laptop
S604192,U1680,C16946,26/07/2023,274,45,0,N,Night,Laptop
S901199,U1680,C02805,05/04/2025,28,34,0,Y,Night,Laptop
S982204,U1680,C11501,09/01/2022,39,79,3,N,Morning,Laptop
S459208,U1680,C05351,25/04/2022,376,62,2,Y,Afternoon,Laptop
S608849,U1680,C07075,11/09/2022,420,70,3,Y,Afternoon,Laptop
S442810,U1680,C10298,21/07/2024,17,53,0,Y,Afternoon,Laptop
S863605,U1680,C08868,10/07/2023,26,29,3,Y,Night,Laptop
S437535,U1680,C08876,17/07/2023,10,9,1,Y,Morning,Laptop
S713167,U1680,C11719,26/05/2024,28,34,1,Y,Night,Laptop
S462269,U1680,C15037,18/07/2022,18,64,1,Y,Evening,Laptop
S849122,U1680,C01371,17/01/2025,40,43,2,N,Night,Laptop
S133107,U1681,C10995,21/09/2022,92,91,2,Y,Morning,Smart TV
S678305,U1681,C11530,07/03/2024,93,97,3,N,Afternoon,Smart TV
S794697,U1681,C11588,09/10/2022,64,47,1,N,Morning,Smart TV
S830021,U1681,C01222,07/02/2025,480,80,1,Y,Night,Smart TV
S816503,U1681,C15094,29/09/2025,125,96,2,Y,Night,Smart TV
S537989,U1681,C11151,23/08/2024,11,10,0,Y,Morning,Smart TV
S579927,U1681,C11063,12/02/2023,80,91,1,N,Evening,Smart TV
S416129,U1681,C09037,19/10/2022,191,6,3,Y,Afternoon,Smart TV
S900652,U1681,C03666,09/04/2022,15,15,2,N,Morning,Smart TV
S820848,U1681,C15643,07/04/2024,26,30,3,N,Morning,Smart TV
S985254,U1681,C12207,10/12/2024,47,50,2,Y,Night,Smart TV
S944113,U1681,C07499,03/03/2025,38,43,0,N,Morning,Smart TV
S474306,U1681,C03851,06/07/2025,81,13,3,N,Afternoon,Smart TV
S833595,U1681,C11841,06/08/2025,29,87,3,N,Afternoon,Smart TV
S188654,U1681,C10537,20/06/2024,23,58,1,N,Morning,Smart TV
S390517,U1682,C02658,03/12/2022,64,64,1,Y,Morning,Mobile
S551191,U1682,C04419,10/06/2023,41,34,2,N,Morning,Mobile
S718055,U1682,C03910,02/07/2025,179,29,0,N,Evening,Mobile
S395221,U1682,C05747,10/01/2022,46,61,3,Y,Afternoon,Mobile
S363087,U1682,C13847,05/02/2024,7,10,2,N,Night,Mobile
S118238,U1682,C01896,15/05/2022,511,85,3,N,Morning,Mobile
S616784,U1682,C02721,27/10/2024,174,93,0,Y,Morning,Mobile
S443467,U1682,C15616,06/01/2025,44,38,1,Y,Evening,Mobile
S442166,U1682,C05006,09/03/2024,16,15,3,N,Night,Mobile
S667949,U1682,C16486,17/12/2023,5,62,0,N,Evening,Mobile
S137597,U1682,C13630,14/06/2025,13,44,3,N,Afternoon,Mobile
S762195,U1682,C14700,15/02/2022,32,32,1,Y,Morning,Mobile
S518152,U1682,C13325,07/02/2023,494,41,3,Y,Evening,Mobile
S612095,U1682,C13291,16/07/2022,24,30,2,N,Night,Mobile
S458885,U1682,C06265,06/11/2022,7,6,0,Y,Evening,Mobile
S750495,U1683,C03405,11/10/2025,61,91,2,N,Morning,Mobile
S338822,U1683,C09879,22/08/2023,201,8,3,N,Afternoon,Mobile
S979706,U1683,C15626,14/02/2024,63,62,2,N,Morning,Mobile
S801409,U1683,C06875,04/04/2024,272,45,1,Y,Morning,Mobile
S347523,U1683,C16346,04/10/2025,5,5,0,N,Morning,Mobile
S835185,U1683,C10305,05/06/2024,20,58,2,N,Morning,Mobile
S365179,U1683,C12366,11/04/2025,7,6,1,Y,Night,Mobile
S592007,U1683,C10956,13/09/2024,2602,72,3,Y,Morning,Mobile
S141654,U1683,C03861,06/01/2025,829,69,1,Y,Afternoon,Mobile
S177656,U1683,C15816,04/07/2024,39,42,0,N,Afternoon,Mobile
S992992,U1683,C06822,09/09/2023,64,46,1,N,Morning,Mobile
S241342,U1683,C03393,28/09/2025,85,54,0,N,Evening,Mobile
S547850,U1683,C09694,28/08/2022,704,58,2,Y,Afternoon,Mobile
S183158,U1683,C16136,16/06/2025,6,6,1,N,Afternoon,Mobile
S978181,U1683,C11435,31/10/2023,75,93,3,Y,Evening,Mobile
S547112,U1684,C05679,07/03/2024,617,51,3,Y,Night,Mobile
S935062,U1684,C10249,01/11/2023,1762,73,0,Y,Night,Mobile
S383258,U1684,C09713,17/04/2023,487,81,3,Y,Night,Mobile
S705182,U1684,C01964,04/08/2024,434,72,3,Y,Night,Mobile
S775906,U1684,C17564,07/01/2024,8,100,0,Y,Morning,Mobile
S729658,U1684,C15558,22/01/2024,10,15,2,N,Afternoon,Mobile
S754195,U1684,C05887,12/12/2025,26,25,0,N,Night,Mobile
S627008,U1684,C14760,16/02/2023,512,85,1,N,Evening,Mobile
S946205,U1684,C12592,27/03/2025,47,51,3,N,Afternoon,Mobile
S839049,U1684,C01187,08/10/2023,7,7,3,Y,Morning,Mobile
S209442,U1684,C04440,01/02/2022,33,36,3,N,Evening,Mobile
S487917,U1684,C04681,23/07/2024,114,95,0,Y,Morning,Mobile
S791227,U1684,C08719,05/01/2025,12,27,1,Y,Afternoon,Mobile
S111503,U1684,C08033,10/10/2022,30,32,2,N,Morning,Mobile
S554379,U1684,C00101,16/03/2025,433,72,0,N,Evening,Mobile
S136941,U1685,C08928,18/10/2022,77,85,0,N,Afternoon,Smart TV
S212216,U1685,C01612,26/05/2024,75,6,1,N,Evening,Smart TV
S565976,U1685,C02915,12/12/2022,73,61,3,Y,Morning,Smart TV
S321080,U1685,C13337,06/09/2023,38,44,2,Y,Evening,Smart TV
S175384,U1685,C05463,13/10/2024,65,62,0,N,Night,Smart TV
S587069,U1685,C05562,07/02/2023,10,11,2,Y,Morning,Smart TV
S982456,U1685,C12030,07/06/2023,513,85,1,N,Evening,Smart TV
S670948,U1685,C10483,13/05/2023,32,5,3,N,Evening,Smart TV
S946618,U1685,C05224,25/09/2024,853,35,3,N,Morning,Smart TV
S680032,U1685,C08008,21/09/2024,117,90,0,N,Morning,Smart TV
S720945,U1685,C00749,16/07/2025,18,18,2,N,Night,Smart TV
S600445,U1685,C10449,01/11/2023,304,25,3,N,Night,Smart TV
S376690,U1685,C15152,09/03/2025,430,71,2,Y,Evening,Smart TV
S559615,U1685,C02011,18/03/2024,495,82,0,N,Night,Smart TV
S549945,U1685,C02347,06/10/2024,557,92,2,N,Night,Smart TV
S814189,U1686,C10816,29/11/2023,284,47,2,N,Evening,Smart TV
S902364,U1686,C00516,25/12/2025,69,69,3,N,Evening,Smart TV
S970463,U1686,C05629,17/09/2024,12,23,2,Y,Afternoon,Smart TV
S930338,U1686,C03250,14/05/2025,383,63,3,N,Afternoon,Smart TV
S155162,U1686,C05145,25/05/2023,551,91,3,N,Morning,Smart TV
S561963,U1686,C17289,20/03/2022,23,27,0,Y,Night,Smart TV
S646408,U1686,C09558,06/12/2025,15,14,1,Y,Night,Smart TV
S352947,U1686,C03568,07/03/2022,579,96,2,Y,Morning,Smart TV
S430688,U1686,C02554,08/06/2024,469,78,1,Y,Afternoon,Smart TV
S366059,U1686,C01194,20/01/2022,91,15,2,N,Morning,Smart TV
S487935,U1686,C09034,14/07/2022,80,77,2,Y,Afternoon,Smart TV
S392805,U1686,C17441,04/01/2023,51,50,3,Y,Morning,Smart TV
S686483,U1686,C13996,05/07/2023,51,51,0,N,Morning,Smart TV
S659368,U1686,C03109,11/03/2024,578,96,3,Y,Evening,Smart TV
S398301,U1686,C03886,23/10/2025,73,74,0,Y,Night,Smart TV
S420584,U1687,C10191,11/09/2025,84,88,2,Y,Morning,Laptop
S442212,U1687,C03731,04/09/2025,258,43,0,Y,Morning,Laptop
S671421,U1687,C09896,09/11/2025,279,46,1,N,Evening,Laptop
S763639,U1687,C08367,29/07/2025,83,88,2,Y,Night,Laptop
S966748,U1687,C05116,16/02/2024,45,44,2,N,Morning,Laptop
S394356,U1687,C16212,13/02/2024,98,86,3,Y,Night,Laptop
S320958,U1687,C00652,25/02/2025,262,43,0,Y,Evening,Laptop
S180463,U1687,C01680,29/04/2025,72,63,2,N,Afternoon,Laptop
S163053,U1687,C00045,08/09/2024,85,85,1,N,Night,Laptop
S734686,U1687,C02702,29/12/2025,83,13,0,Y,Afternoon,Laptop
S808949,U1687,C12706,06/04/2024,57,54,1,N,Afternoon,Laptop
S652214,U1687,C00109,18/03/2022,51,54,2,N,Night,Laptop
S625350,U1687,C16982,30/11/2025,28,63,1,N,Night,Laptop
S716982,U1687,C00910,12/03/2024,15,12,2,N,Afternoon,Laptop
S516619,U1687,C05929,23/04/2024,15,33,2,N,Evening,Laptop
S665696,U1688,C02976,20/05/2023,68,70,2,N,Evening,Tablet
S946527,U1688,C08394,29/09/2022,482,80,1,Y,Night,Tablet
S350567,U1688,C12294,20/04/2022,27,21,1,Y,Afternoon,Tablet
S873389,U1688,C03321,06/02/2022,71,11,2,N,Night,Tablet
S692659,U1688,C16689,13/02/2022,481,80,0,N,Morning,Tablet
S101861,U1688,C09915,22/07/2025,320,53,0,Y,Afternoon,Tablet
S904351,U1688,C00018,28/06/2023,68,72,2,N,Evening,Tablet
S977158,U1688,C07269,01/03/2023,230,38,2,N,Evening,Tablet
S117739,U1688,C15735,12/10/2024,63,47,3,Y,Night,Tablet
S567158,U1688,C06714,15/11/2025,71,41,2,Y,Evening,Tablet
S615963,U1688,C05406,03/11/2024,13,12,2,Y,Evening,Tablet
S882030,U1688,C11596,07/06/2023,56,37,3,Y,Afternoon,Tablet
S638622,U1688,C12474,20/03/2023,21,67,1,Y,Evening,Tablet
S685097,U1688,C09686,13/06/2023,7,100,1,N,Evening,Tablet
S705845,U1688,C09414,11/12/2023,420,70,0,Y,Night,Tablet
S819745,U1689,C01878,14/07/2023,55,40,2,Y,Evening,Tablet
S700439,U1689,C01505,31/03/2024,24,92,1,N,Morning,Tablet
S291863,U1689,C06855,02/01/2023,79,100,2,Y,Morning,Tablet
S583246,U1689,C14785,07/01/2022,75,67,2,N,Evening,Tablet
S902691,U1689,C10743,15/04/2022,98,74,1,Y,Evening,Tablet
S148703,U1689,C07110,29/07/2024,64,80,3,N,Morning,Tablet
S797080,U1689,C17418,05/09/2024,48,52,2,N,Evening,Tablet
S894902,U1689,C13047,18/07/2024,69,73,1,N,Morning,Tablet
S163659,U1689,C14509,05/03/2022,62,61,0,N,Morning,Tablet
S866182,U1689,C12739,28/02/2022,44,29,3,N,Night,Tablet
S133227,U1689,C09669,07/02/2024,20,66,0,N,Morning,Tablet
S109328,U1689,C15778,11/11/2022,828,69,3,N,Morning,Tablet
S877194,U1689,C17575,14/03/2023,40,24,0,Y,Afternoon,Tablet
S902468,U1689,C03582,24/02/2022,477,39,0,N,Evening,Tablet
S455357,U1689,C05020,20/07/2023,35,25,2,Y,Afternoon,Tablet
S724430,U1690,C10459,08/07/2022,34,100,3,Y,Evening,Tablet
S522843,U1690,C17637,20/07/2022,62,43,3,N,Afternoon,Tablet
S195531,U1690,C03346,09/04/2023,46,79,2,N,Night,Tablet
S990604,U1690,C12175,29/03/2025,53,55,0,N,Evening,Tablet
S285295,U1690,C14728,30/08/2023,27,25,2,Y,Night,Tablet
S378891,U1690,C09805,23/01/2025,45,42,1,N,Afternoon,Tablet
S495123,U1690,C00311,21/10/2022,65,71,3,N,Night,Tablet
S150866,U1690,C01163,07/08/2024,342,56,1,Y,Evening,Tablet
S584308,U1690,C17746,22/06/2022,46,7,2,N,Morning,Tablet
S310144,U1690,C08768,11/06/2023,45,52,3,Y,Night,Tablet
S143271,U1690,C01071,06/11/2025,407,67,0,N,Morning,Tablet
S542017,U1690,C00489,05/11/2022,56,48,2,N,Night,Tablet
S495093,U1690,C00668,27/02/2022,29,29,1,Y,Evening,Tablet
S816108,U1690,C15817,04/11/2023,81,66,2,Y,Night,Tablet
S451968,U1690,C15892,19/06/2023,60,52,1,N,Evening,Tablet
S652227,U1691,C06828,30/08/2023,254,42,0,Y,Night,Smart TV
S504981,U1691,C01264,22/02/2025,121,87,2,Y,Evening,Smart TV
S752523,U1691,C08880,18/02/2025,35,31,2,Y,Afternoon,Smart TV
S373581,U1691,C03753,26/04/2025,318,53,3,N,Morning,Smart TV
S220218,U1691,C03777,16/05/2022,1146,95,3,Y,Afternoon,Smart TV
S584668,U1691,C12496,19/01/2022,66,40,2,N,Afternoon,Smart TV
S396401,U1691,C08415,08/01/2025,91,15,3,N,Afternoon,Smart TV
S433589,U1691,C02664,15/07/2022,64,68,3,N,Afternoon,Smart TV
S475204,U1691,C00776,15/03/2024,1179,65,0,Y,Morning,Smart TV
S433391,U1691,C13350,17/06/2022,61,83,2,Y,Morning,Smart TV
S370345,U1691,C09778,31/07/2023,67,71,0,N,Afternoon,Smart TV
S243333,U1691,C15629,08/10/2024,43,57,3,N,Night,Smart TV
S275082,U1691,C16539,13/01/2024,464,77,1,Y,Night,Smart TV
S536597,U1691,C00569,25/10/2022,44,48,1,N,Night,Smart TV
S276515,U1691,C06743,24/11/2024,59,67,0,Y,Night,Smart TV
S558663,U1692,C07656,15/03/2025,187,10,3,N,Morning,Mobile
S838510,U1692,C11717,01/07/2023,7,7,0,N,Evening,Mobile
S860690,U1692,C09053,25/12/2022,488,81,0,N,Morning,Mobile
S356472,U1692,C17710,28/07/2022,114,71,0,N,Night,Mobile
S520331,U1692,C17520,03/05/2025,42,93,2,Y,Night,Mobile
S431871,U1692,C08819,05/10/2022,373,62,3,Y,Evening,Mobile
S470265,U1692,C14181,17/10/2022,84,80,2,Y,Afternoon,Mobile
S648002,U1692,C04942,08/02/2022,52,86,1,Y,Morning,Mobile
S956728,U1692,C09106,16/06/2023,56,59,0,N,Morning,Mobile
S881751,U1692,C01106,21/12/2023,250,41,2,Y,Morning,Mobile
S736935,U1692,C02850,11/05/2023,83,89,0,N,Night,Mobile
S761699,U1692,C12137,01/02/2024,73,71,0,Y,Afternoon,Mobile
S428237,U1692,C01047,20/08/2023,42,36,2,N,Night,Mobile
S824717,U1692,C12777,27/07/2024,5,5,1,Y,Night,Mobile
S262871,U1692,C00226,07/04/2024,81,89,0,Y,Night,Mobile
S654963,U1693,C07169,10/09/2024,62,74,2,Y,Morning,Smart TV
S521502,U1693,C04172,03/12/2025,186,31,0,N,Night,Smart TV
S928919,U1693,C07964,21/11/2023,26,50,2,N,Evening,Smart TV
S589483,U1693,C14321,15/07/2024,37,29,3,Y,Evening,Smart TV
S923894,U1693,C16052,17/07/2022,15,93,0,Y,Morning,Smart TV
S308156,U1693,C06779,26/12/2023,89,92,1,N,Night,Smart TV
S132027,U1693,C14571,17/09/2025,60,68,2,Y,Afternoon,Smart TV
S456478,U1693,C13260,26/05/2023,1162,96,1,Y,Morning,Smart TV
S484880,U1693,C15355,04/07/2023,46,46,3,N,Afternoon,Smart TV
S972116,U1693,C05164,30/06/2023,347,57,1,N,Morning,Smart TV
S872385,U1693,C04027,22/08/2022,33,44,0,Y,Afternoon,Smart TV
S566941,U1693,C11920,19/09/2022,381,63,2,Y,Evening,Smart TV
S601140,U1693,C14871,24/06/2022,73,81,1,N,Afternoon,Smart TV
S952763,U1693,C16723,24/11/2022,50,52,0,Y,Evening,Smart TV
S420265,U1693,C00968,21/04/2024,395,65,2,Y,Night,Smart TV
S209668,U1694,C05604,26/08/2024,17,18,2,Y,Morning,Tablet
S694357,U1694,C16703,07/05/2025,413,68,1,Y,Evening,Tablet
S629680,U1694,C01062,06/05/2024,59,61,2,Y,Evening,Tablet
S530928,U1694,C13605,14/04/2022,54,64,2,Y,Afternoon,Tablet
S429308,U1694,C07644,02/07/2023,80,85,1,N,Afternoon,Tablet
S100707,U1694,C01308,13/03/2023,13,9,3,N,Morning,Tablet
S403855,U1694,C06271,17/04/2023,82,47,0,N,Afternoon,Tablet
S706239,U1694,C04776,27/08/2022,68,66,0,Y,Afternoon,Tablet
S248915,U1694,C07479,11/10/2023,109,70,2,N,Afternoon,Tablet
S786527,U1694,C04235,29/06/2023,483,80,3,Y,Night,Tablet
S758879,U1694,C11289,25/11/2024,261,21,1,Y,Afternoon,Tablet
